# Program:featureCounts v1.5.1; Command:"featureCounts" "-T" "24" "-s" "2" "-S" "fr" "-p" "-B" "-C" "-P" "-d" "40" "-D" "4000" "-t" "gene" "-g" "gene_id" "-a" "/opt/ngs_indexes/models/mm/mm10/gencode.vM14.annotation.gtf" "-o" "merged_counts/cytoplasmic.Naive.b1/all/all_counts.txt" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.000.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.010.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.020.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.030.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.040.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.060.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.090.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.120.b1.bam" 
Geneid	Chr	Start	End	Strand	Length	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.000.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.010.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.020.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.030.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.040.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.060.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.090.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.120.b1.bam
ENSMUSG00000060615.5	chr14	51763878	51773590	-	9713	0	0	0	0	0	0	0	0
ENSMUSG00000092107.1	chr14	51793304	51793753	-	450	0	0	0	0	0	0	0	0
ENSMUSG00000050961.4	chr14	51800046	51826359	+	26314	0	0	0	0	0	0	0	0
ENSMUSG00000091293.1	chr14	51825720	51826293	+	574	0	0	0	0	0	0	0	0
ENSMUSG00000099191.1	chr14	51837151	51837257	+	107	0	0	0	0	0	0	0	0
ENSMUSG00000091812.1	chr14	51838999	51839461	+	463	0	0	0	0	0	0	0	0
ENSMUSG00000062148.6	chr14	51853699	51854643	+	945	0	0	0	1	0	0	0	0
ENSMUSG00000004561.14	chr14	51884842	51893039	+	8198	102	145	101	70	78	136	45	61
ENSMUSG00000072572.8	chr14	51892889	51896745	+	3857	3	2	1	1	0	3	4	3
ENSMUSG00000004558.14	chr14	51905271	51913488	-	8218	0	2	2	1	2	1	0	0
ENSMUSG00000008813.12	chr14	51918425	51920699	+	2275	0	0	0	0	0	0	0	0
ENSMUSG00000068392.2	chr14	51922160	51922773	-	614	0	0	0	0	0	0	0	0
ENSMUSG00000004562.16	chr14	51984719	52006251	+	21533	17	34	11	41	32	40	31	38
ENSMUSG00000097633.1	chr14	51986389	51988829	-	2441	0	0	0	0	0	0	0	0
ENSMUSG00000049295.16	chr14	52006077	52020733	-	14657	579	935	704	572	822	1118	389	459
ENSMUSG00000072571.2	chr14	52016865	52019787	+	2923	4	3	2	4	5	6	3	3
ENSMUSG00000044286.6	chr14	52033962	52042459	-	8498	0	0	0	0	0	0	0	0
ENSMUSG00000065853.1	chr14	52069300	52069369	+	70	0	0	0	0	0	0	0	0
ENSMUSG00000060373.14	chr14	52073380	52104028	-	30649	2622	3988	2971	2805	3874	7078	3268	3897
ENSMUSG00000057132.15	chr14	52110704	52163546	+	52843	50	69	43	40	72	120	37	41
ENSMUSG00000035726.7	chr14	52160419	52197239	-	36821	3319	4590	3460	2756	4353	7310	3655	3382
ENSMUSG00000097533.1	chr14	52197502	52213852	+	16351	16	34	22	46	30	64	18	39
ENSMUSG00000053754.13	chr14	52198151	52257723	-	59573	3262	4732	3380	2904	4672	6345	2307	2255
ENSMUSG00000093044.1	chr14	52209785	52209894	-	110	0	0	0	0	0	0	0	0
ENSMUSG00000105868.1	chr14	52258811	52264227	+	5417	0	0	0	0	1	1	0	1
ENSMUSG00000022159.16	chr14	52261759	52279545	-	17787	322	507	314	297	466	720	355	344
ENSMUSG00000088979.1	chr14	52276531	52276620	+	90	0	0	0	0	0	0	0	0
ENSMUSG00000016831.11	chr14	52279146	52296391	+	17246	2846	3580	2926	2394	4210	6900	3626	3846
ENSMUSG00000022160.17	chr14	52294668	52305128	-	10461	251	382	242	186	296	504	184	212
ENSMUSG00000049532.10	chr14	52311172	52328762	-	17591	12	20	16	14	12	20	5	1
ENSMUSG00000064755.1	chr14	52342777	52342883	+	107	0	0	0	0	0	0	0	0
ENSMUSG00000095030.2	chr14	52347495	52356408	-	8914	0	0	0	0	0	0	0	0
ENSMUSG00000105461.1	chr14	52368918	52369688	-	771	0	0	0	0	0	1	0	0
ENSMUSG00000094140.2	chr14	52371332	52379168	-	7837	0	0	0	0	1	0	0	0
ENSMUSG00000103010.1	chr14	52373153	52375526	-	2374	0	0	0	0	0	0	0	0
ENSMUSG00000063867.2	chr14	52389794	52397379	-	7586	0	0	0	0	0	0	0	0
ENSMUSG00000063106.6	chr14	52409131	52414373	-	5243	0	0	0	0	0	0	0	0
ENSMUSG00000105132.1	chr14	52420556	52420828	+	273	0	0	0	0	0	0	0	0
ENSMUSG00000076758.6	chr14	52427928	52428876	+	949	0	0	0	0	0	0	0	0
ENSMUSG00000035626.4	chr14	52442990	52452574	+	9585	0	0	0	0	0	0	0	0
ENSMUSG00000057564.6	chr14	52458829	52467495	-	8667	0	0	0	0	0	0	0	0
ENSMUSG00000105343.1	chr14	52482885	52483060	-	176	0	0	0	0	0	0	0	0
ENSMUSG00000059887.7	chr14	52488791	52495749	-	6959	0	0	0	0	0	0	0	0
ENSMUSG00000106131.1	chr14	52508542	52509109	-	568	0	0	0	0	0	0	0	0
ENSMUSG00000104788.1	chr14	52538652	52540876	-	2225	0	0	0	0	0	0	0	0
ENSMUSG00000076759.3	chr14	52567198	52568051	+	854	0	0	0	0	0	0	0	0
ENSMUSG00000076760.2	chr14	52580665	52581213	+	549	0	0	0	0	0	0	0	0
ENSMUSG00000106382.1	chr14	52607307	52607804	+	498	0	0	0	0	0	0	0	0
ENSMUSG00000076761.1	chr14	52622566	52623082	+	517	0	0	0	0	0	0	0	0
ENSMUSG00000076762.1	chr14	52638515	52638962	+	448	0	0	0	0	0	0	0	0
ENSMUSG00000105159.1	chr14	52639531	52639755	+	225	0	0	0	0	0	0	0	0
ENSMUSG00000104620.1	chr14	52654817	52655328	+	512	0	0	0	0	0	0	0	0
ENSMUSG00000076764.3	chr14	52667411	52667864	+	454	0	0	0	0	0	0	0	0
ENSMUSG00000105533.1	chr14	52683964	52684472	+	509	0	0	0	0	0	0	0	0
ENSMUSG00000082819.2	chr14	52710913	52711402	+	490	0	0	0	0	0	0	0	0
ENSMUSG00000096600.5	chr14	52725299	52726919	+	1621	0	0	0	0	0	0	0	0
ENSMUSG00000096746.3	chr14	52744249	52744840	+	592	0	0	0	0	0	0	0	0
ENSMUSG00000095387.5	chr14	52753367	52753846	+	480	0	0	0	0	0	0	0	0
ENSMUSG00000094023.3	chr14	52769753	52770392	+	640	0	0	0	0	0	0	0	0
ENSMUSG00000105920.1	chr14	52774869	52775615	+	747	0	0	0	0	0	1	0	0
ENSMUSG00000076770.3	chr14	52778447	52778995	+	549	0	0	0	0	0	0	0	0
ENSMUSG00000096478.3	chr14	52792316	52792777	+	462	0	0	0	0	0	0	0	0
ENSMUSG00000095426.6	chr14	52795165	52795633	+	469	0	0	0	0	0	0	0	0
ENSMUSG00000094792.3	chr14	52810934	52811496	+	563	0	0	0	0	0	0	0	0
ENSMUSG00000094176.6	chr14	52821922	52822359	+	438	0	0	0	0	0	0	0	0
ENSMUSG00000095088.3	chr14	52824357	52824912	+	556	0	0	0	0	0	0	0	0
ENSMUSG00000105393.1	chr14	52835858	52836387	+	530	0	0	0	0	0	0	0	0
ENSMUSG00000095689.5	chr14	52844465	52845041	+	577	0	0	0	0	0	0	0	0
ENSMUSG00000076778.3	chr14	52851290	52851866	+	577	0	0	0	0	0	0	0	0
ENSMUSG00000095854.4	chr14	52855614	52856166	+	553	0	0	0	0	0	0	0	0
ENSMUSG00000105061.1	chr14	52861767	52862630	-	864	0	0	0	0	0	0	0	0
ENSMUSG00000096653.4	chr14	52863299	52863936	+	638	0	0	0	0	0	0	0	0
ENSMUSG00000106533.1	chr14	52887587	52888080	+	494	0	0	0	0	0	0	0	0
ENSMUSG00000094914.5	chr14	52892186	52892618	+	433	0	0	0	0	0	0	0	0
ENSMUSG00000093939.1	chr14	52899969	52900470	+	502	0	0	0	0	0	0	0	0
ENSMUSG00000094974.1	chr14	52902793	52903230	+	438	0	0	0	0	0	0	0	0
ENSMUSG00000104714.1	chr14	52914428	52914702	+	275	0	0	0	0	0	0	0	0
ENSMUSG00000096129.2	chr14	52915799	52916426	+	628	0	0	0	0	0	0	0	0
ENSMUSG00000095495.2	chr14	52920443	52921112	+	670	0	0	0	0	0	0	0	0
ENSMUSG00000105887.1	chr14	52928332	52928601	+	270	0	0	0	0	0	0	0	0
ENSMUSG00000094607.2	chr14	52929789	52930282	+	494	0	0	0	0	0	0	0	0
ENSMUSG00000094758.2	chr14	52942764	52943289	+	526	0	0	0	0	0	0	0	0
ENSMUSG00000095560.2	chr14	52948568	52949169	+	602	0	0	0	0	0	0	0	0
ENSMUSG00000105953.1	chr14	52956782	52957400	+	619	0	0	0	0	0	0	0	0
ENSMUSG00000104613.1	chr14	52969940	52970374	-	435	0	0	0	0	0	0	0	0
ENSMUSG00000093953.2	chr14	52972448	52973038	+	591	0	0	0	0	0	0	0	0
ENSMUSG00000090868.2	chr14	52983201	52983860	+	660	0	0	0	0	0	0	0	0
ENSMUSG00000096505.2	chr14	52990866	52991389	+	524	0	0	0	0	0	0	0	0
ENSMUSG00000105386.1	chr14	52992957	52993267	-	311	0	0	0	0	0	0	0	0
ENSMUSG00000096106.1	chr14	53001713	53002232	+	520	0	0	0	0	0	0	0	0
ENSMUSG00000095756.2	chr14	53007612	53008098	+	487	0	0	0	0	0	0	0	0
ENSMUSG00000105721.1	chr14	53020416	53020991	+	576	0	0	0	0	0	0	0	0
ENSMUSG00000104598.1	chr14	53032417	53039466	-	7050	0	0	0	0	0	0	0	0
ENSMUSG00000095643.2	chr14	53032848	53033419	+	572	0	0	0	0	0	0	0	0
ENSMUSG00000076795.6	chr14	53042428	53042891	+	464	1	0	1	1	0	2	0	0
ENSMUSG00000076796.1	chr14	53047287	53047821	+	535	1	0	0	0	1	2	1	1
ENSMUSG00000096329.2	chr14	53072763	53073274	+	512	9	14	10	3	2	5	1	1
ENSMUSG00000094619.2	chr14	53078452	53079045	+	594	24	49	31	14	14	40	13	20
ENSMUSG00000106481.1	chr14	53082354	53082520	+	167	0	6	2	0	1	3	2	1
ENSMUSG00000095736.1	chr14	53091346	53091875	+	530	2	4	5	1	4	4	7	2
ENSMUSG00000092251.3	chr14	53101801	53102265	+	465	0	0	0	0	0	0	0	0
ENSMUSG00000076800.1	chr14	53104871	53105344	+	474	0	0	0	0	0	0	0	0
ENSMUSG00000095646.1	chr14	53122114	53122610	+	497	0	1	0	0	0	0	1	0
ENSMUSG00000076802.3	chr14	53132679	53133137	+	459	0	0	0	0	0	0	0	0
ENSMUSG00000106259.1	chr14	53135122	53135678	+	557	0	0	0	0	0	0	0	0
ENSMUSG00000105629.1	chr14	53146919	53147448	+	530	0	0	0	0	0	0	0	0
ENSMUSG00000096055.2	chr14	53155512	53156088	+	577	0	0	0	0	0	0	0	0
ENSMUSG00000104629.1	chr14	53162399	53162910	+	512	0	0	0	0	0	0	0	0
ENSMUSG00000096827.2	chr14	53166626	53167178	+	553	0	0	0	0	0	0	0	0
ENSMUSG00000105194.1	chr14	53172727	53173590	-	864	0	0	0	0	0	0	0	0
ENSMUSG00000094413.5	chr14	53174325	53174896	+	572	0	0	0	0	0	0	0	0
ENSMUSG00000105070.1	chr14	53198525	53199018	+	494	0	0	0	0	0	0	0	0
ENSMUSG00000093813.5	chr14	53203122	53203554	+	433	0	0	0	0	0	0	0	0
ENSMUSG00000095572.1	chr14	53210906	53211407	+	502	0	0	0	0	0	0	0	0
ENSMUSG00000096681.1	chr14	53213730	53214167	+	438	0	0	0	0	0	0	0	0
ENSMUSG00000105956.1	chr14	53225402	53225676	+	275	0	0	0	0	0	0	0	0
ENSMUSG00000096531.2	chr14	53226773	53227400	+	628	0	0	0	0	0	0	0	0
ENSMUSG00000096541.2	chr14	53231433	53232102	+	670	0	0	0	0	0	0	0	0
ENSMUSG00000105467.1	chr14	53239284	53239553	+	270	0	0	0	0	0	0	0	0
ENSMUSG00000093915.2	chr14	53240745	53241244	+	500	0	0	0	0	0	0	0	0
ENSMUSG00000094779.2	chr14	53253792	53254317	+	526	0	0	0	0	0	0	0	0
ENSMUSG00000093801.2	chr14	53259578	53260179	+	602	0	0	0	0	0	0	0	0
ENSMUSG00000104915.1	chr14	53267917	53268535	+	619	0	0	0	0	0	0	0	0
ENSMUSG00000106165.1	chr14	53281075	53281509	-	435	0	0	0	0	0	0	0	0
ENSMUSG00000094877.2	chr14	53283585	53284175	+	591	0	0	0	0	0	0	0	0
ENSMUSG00000094231.2	chr14	53294341	53295030	+	690	0	0	0	0	0	0	0	0
ENSMUSG00000093969.2	chr14	53302036	53302559	+	524	0	0	0	0	0	0	0	0
ENSMUSG00000096168.1	chr14	53312904	53313422	+	519	0	0	0	0	0	0	0	0
ENSMUSG00000095370.2	chr14	53318798	53319284	+	487	0	0	0	0	0	0	0	0
ENSMUSG00000105080.1	chr14	53324632	53325208	+	577	0	0	0	0	0	0	0	0
ENSMUSG00000105418.1	chr14	53336637	53343922	-	7286	0	0	0	0	1	0	0	0
ENSMUSG00000096038.2	chr14	53337122	53337639	+	518	0	0	0	0	0	0	0	0
ENSMUSG00000076821.3	chr14	53345890	53346424	+	535	0	0	1	0	0	0	0	0
ENSMUSG00000076822.2	chr14	53351028	53351621	+	594	0	0	0	0	0	0	0	0
ENSMUSG00000076823.3	chr14	53362267	53364106	+	1840	18	62	19	17	19	19	8	14
ENSMUSG00000076824.3	chr14	53370077	53370575	+	499	16	24	18	26	34	29	16	10
ENSMUSG00000105548.1	chr14	53375112	53375279	+	168	0	0	0	0	0	0	0	0
ENSMUSG00000096417.2	chr14	53390635	53391142	+	508	0	0	0	0	0	0	0	0
ENSMUSG00000076826.5	chr14	53418349	53418873	+	525	0	0	0	0	0	0	0	0
ENSMUSG00000094220.5	chr14	53428711	53430377	+	1667	0	0	0	0	0	0	0	0
ENSMUSG00000096908.3	chr14	53443249	53443839	+	591	0	0	0	0	0	0	0	0
ENSMUSG00000094468.5	chr14	53454296	53454784	+	489	0	0	0	0	0	0	0	0
ENSMUSG00000094766.3	chr14	53461099	53461738	+	640	0	0	0	0	0	0	0	0
ENSMUSG00000105666.1	chr14	53466079	53466828	+	750	0	0	0	0	0	0	1	0
ENSMUSG00000076831.3	chr14	53469756	53470232	+	477	0	0	0	0	0	0	0	0
ENSMUSG00000096900.3	chr14	53488045	53488567	+	523	0	0	0	0	0	0	0	0
ENSMUSG00000096149.5	chr14	53491115	53491622	+	508	0	0	0	0	0	0	0	0
ENSMUSG00000096551.2	chr14	53505727	53506286	+	560	0	0	0	0	0	0	0	0
ENSMUSG00000095862.1	chr14	53516929	53517366	+	438	0	0	0	0	0	0	0	0
ENSMUSG00000096615.1	chr14	53519303	53519859	+	557	0	0	0	0	0	0	0	0
ENSMUSG00000106620.1	chr14	53530786	53531313	+	528	0	0	0	0	0	0	0	0
ENSMUSG00000096825.2	chr14	53538191	53538738	+	548	0	0	0	0	0	0	0	0
ENSMUSG00000076839.3	chr14	53545014	53545525	+	512	0	0	0	0	0	0	0	0
ENSMUSG00000076840.4	chr14	53554022	53554558	+	537	0	0	0	0	0	0	0	0
ENSMUSG00000094016.2	chr14	53559632	53560247	+	616	0	0	0	0	0	0	0	0
ENSMUSG00000104738.1	chr14	53586500	53586964	+	465	0	0	0	0	0	0	0	0
ENSMUSG00000094966.2	chr14	53590857	53591514	+	658	0	0	0	0	0	0	0	0
ENSMUSG00000093966.2	chr14	53598828	53599410	+	583	0	0	0	0	0	0	0	0
ENSMUSG00000104815.1	chr14	53614945	53615224	+	280	0	0	0	0	0	0	0	0
ENSMUSG00000096656.6	chr14	53616315	53616914	+	600	0	0	0	0	0	0	0	0
ENSMUSG00000095958.3	chr14	53621657	53622245	+	589	0	0	0	0	0	0	0	0
ENSMUSG00000076846.3	chr14	53634829	53635399	+	571	0	0	0	0	0	0	0	0
ENSMUSG00000095711.5	chr14	53640701	53641225	+	525	0	0	0	0	0	0	0	0
ENSMUSG00000076848.3	chr14	53649404	53649994	+	591	0	0	0	0	0	0	0	0
ENSMUSG00000105493.1	chr14	53663341	53663780	-	440	0	0	0	0	0	0	0	0
ENSMUSG00000094828.5	chr14	53665929	53666506	+	578	0	0	0	0	0	0	0	0
ENSMUSG00000096678.3	chr14	53676141	53676630	+	490	0	0	0	0	0	0	0	0
ENSMUSG00000096096.3	chr14	53683647	53684177	+	531	0	2	4	3	0	3	4	1
ENSMUSG00000104673.1	chr14	53694573	53694875	-	303	0	0	0	0	0	0	0	0
ENSMUSG00000095607.3	chr14	53704007	53704514	+	508	0	0	0	0	0	0	0	0
ENSMUSG00000095126.3	chr14	53709902	53710419	+	518	0	0	0	0	0	0	0	0
ENSMUSG00000096138.5	chr14	53716716	53717291	+	576	0	0	0	0	0	0	0	0
ENSMUSG00000082663.2	chr14	53729558	53730074	+	517	0	0	0	0	0	0	0	0
ENSMUSG00000085302.3	chr14	53738375	53738838	+	464	0	0	0	0	0	0	0	1
ENSMUSG00000076855.5	chr14	53743104	53743705	+	602	0	0	0	0	0	0	0	0
ENSMUSG00000094562.5	chr14	53757356	53757921	+	566	106	237	156	110	182	271	120	100
ENSMUSG00000094212.3	chr14	53763173	53763694	+	522	27	69	47	26	39	47	24	15
ENSMUSG00000105090.1	chr14	53767026	53767180	+	155	5	15	11	10	11	23	7	5
ENSMUSG00000076858.3	chr14	53776956	53777576	+	621	3	9	3	2	6	8	4	1
ENSMUSG00000105380.1	chr14	53778603	53778873	+	271	5	8	7	4	2	14	4	3
ENSMUSG00000087666.3	chr14	53795357	53795963	+	607	1	3	0	0	2	4	1	1
ENSMUSG00000096397.7	chr14	53806639	53807115	+	477	0	0	0	0	0	0	0	0
ENSMUSG00000076861.10	chr14	53831105	53831827	+	723	0	0	0	0	0	0	0	0
ENSMUSG00000076862.5	chr14	53845234	53845827	+	594	0	0	0	0	0	0	0	0
ENSMUSG00000086858.2	chr14	53863110	53863661	+	552	0	0	0	0	0	0	0	0
ENSMUSG00000076863.8	chr14	53875984	53876752	+	769	0	0	0	0	0	0	0	0
ENSMUSG00000076864.9	chr14	53881612	53882217	+	606	0	0	0	0	0	0	0	0
ENSMUSG00000105963.1	chr14	53918327	53961515	-	43189	0	0	0	0	0	0	0	0
ENSMUSG00000104650.1	chr14	53926978	53927595	+	618	0	0	0	0	0	0	0	0
ENSMUSG00000076865.6	chr14	53946073	53946660	+	588	0	0	0	0	0	0	0	0
ENSMUSG00000076866.3	chr14	53960944	53961602	+	659	0	0	0	0	0	0	0	0
ENSMUSG00000106289.1	chr14	53977153	53977678	+	526	0	0	0	0	0	0	0	0
ENSMUSG00000105823.1	chr14	54000959	54001267	+	309	0	0	0	0	0	0	0	0
ENSMUSG00000104658.4	chr14	54067579	54125395	-	57817	0	0	0	0	0	0	0	0
ENSMUSG00000076867.2	chr14	54074905	54075515	+	611	0	0	0	0	0	0	0	0
ENSMUSG00000096749.2	chr14	54113468	54113478	+	11	0	0	0	0	0	0	0	0
ENSMUSG00000089469.1	chr14	54117054	54117393	+	340	0	0	0	0	0	0	0	0
ENSMUSG00000096176.1	chr14	54122226	54122241	+	16	0	0	0	0	0	0	0	0
ENSMUSG00000076870.2	chr14	54123138	54123188	+	51	0	0	0	0	0	0	0	0
ENSMUSG00000106112.1	chr14	54128298	54146287	-	17990	0	0	0	0	0	0	0	0
ENSMUSG00000076871.1	chr14	54136779	54136837	+	59	0	0	0	0	0	0	0	0
ENSMUSG00000104876.1	chr14	54142851	54148868	+	6018	0	0	0	0	0	2	0	0
ENSMUSG00000076873.2	chr14	54148662	54149294	-	633	0	0	0	0	0	0	0	0
ENSMUSG00000090574.1	chr14	54155005	54155076	+	72	0	0	0	0	0	0	0	0
ENSMUSG00000090782.1	chr14	54155933	54155986	+	54	0	0	0	0	0	0	0	0
ENSMUSG00000076874.2	chr14	54156133	54156196	+	64	0	0	0	0	0	0	0	0
ENSMUSG00000076875.1	chr14	54157280	54157342	+	63	0	0	0	0	0	0	0	0
ENSMUSG00000076876.3	chr14	54158505	54158569	+	65	0	0	0	0	0	0	0	0
ENSMUSG00000076877.1	chr14	54159263	54159325	+	63	0	0	0	0	0	0	0	0
ENSMUSG00000091005.1	chr14	54161439	54161501	+	63	0	0	0	0	0	0	0	0
ENSMUSG00000091326.1	chr14	54161990	54162043	+	54	0	0	0	0	0	0	0	0
ENSMUSG00000076878.1	chr14	54162644	54162709	+	66	0	0	0	0	0	0	0	0
ENSMUSG00000076879.1	chr14	54165316	54165381	+	66	0	0	0	0	0	0	0	0
ENSMUSG00000076880.2	chr14	54166239	54166281	+	43	0	0	0	0	0	0	0	0
ENSMUSG00000076881.1	chr14	54167590	54167652	+	63	0	0	0	0	0	0	0	0
ENSMUSG00000076882.3	chr14	54168686	54168747	+	62	0	0	0	0	0	0	0	0
ENSMUSG00000076883.2	chr14	54169808	54169868	+	61	0	0	0	0	0	0	0	0
ENSMUSG00000105216.1	chr14	54171800	54171856	+	57	0	0	0	0	0	0	0	0
ENSMUSG00000076884.1	chr14	54172336	54172398	+	63	0	0	0	0	0	0	0	0
ENSMUSG00000076885.1	chr14	54172828	54172890	+	63	0	0	0	0	0	0	0	0
ENSMUSG00000076886.1	chr14	54173690	54173750	+	61	0	0	0	0	0	0	0	0
ENSMUSG00000076887.1	chr14	54174742	54174798	+	57	0	0	0	0	0	0	0	0
ENSMUSG00000076888.1	chr14	54175773	54175836	+	64	0	0	0	0	0	0	0	0
ENSMUSG00000076889.1	chr14	54176271	54176325	+	55	0	0	0	0	0	0	0	0
ENSMUSG00000076890.1	chr14	54177921	54177981	+	61	0	0	0	0	0	0	0	0
ENSMUSG00000076891.1	chr14	54179962	54180024	+	63	0	0	0	0	0	0	0	0
ENSMUSG00000076892.1	chr14	54180574	54180635	+	62	0	0	0	0	0	0	0	0
ENSMUSG00000076893.1	chr14	54181518	54181577	+	60	0	0	0	0	0	0	0	0
ENSMUSG00000090494.1	chr14	54182402	54182464	+	63	0	0	0	0	0	0	0	0
ENSMUSG00000076894.1	chr14	54183774	54183838	+	65	0	0	0	0	0	0	0	0
ENSMUSG00000076895.1	chr14	54184699	54184756	+	58	0	0	0	0	0	0	0	0
ENSMUSG00000076896.1	chr14	54185358	54185414	+	57	0	0	0	0	0	0	0	0
ENSMUSG00000076897.1	chr14	54186101	54186166	+	66	0	0	0	0	0	0	0	0
ENSMUSG00000076898.1	chr14	54187895	54187951	+	57	0	0	0	0	0	0	0	0
ENSMUSG00000076899.1	chr14	54189866	54189924	+	59	0	0	0	0	0	0	0	0
ENSMUSG00000076900.1	chr14	54190946	54191005	+	60	0	0	0	0	0	0	0	0
ENSMUSG00000076901.1	chr14	54191661	54191725	+	65	0	0	0	0	0	0	0	0
ENSMUSG00000076902.1	chr14	54192303	54192361	+	59	0	0	0	0	0	0	0	0
ENSMUSG00000076903.1	chr14	54194490	54194549	+	60	0	0	0	0	0	0	0	0
ENSMUSG00000076904.2	chr14	54194815	54194871	+	57	0	0	0	0	0	0	0	0
ENSMUSG00000076905.2	chr14	54195638	54195700	+	63	0	0	0	0	0	0	0	0
ENSMUSG00000076906.1	chr14	54196081	54196140	+	60	0	0	0	0	0	0	0	0
ENSMUSG00000076907.1	chr14	54197248	54197307	+	60	0	0	0	0	0	0	0	0
ENSMUSG00000076908.1	chr14	54198790	54198846	+	57	0	0	0	0	0	0	0	0
ENSMUSG00000076909.2	chr14	54199441	54199498	+	58	0	0	0	0	0	0	0	0
ENSMUSG00000076910.1	chr14	54200386	54200446	+	61	0	0	0	0	0	0	0	0
ENSMUSG00000076911.1	chr14	54200777	54200842	+	66	0	0	0	0	0	0	0	0
ENSMUSG00000076912.1	chr14	54201775	54201837	+	63	0	0	0	0	0	0	0	0
ENSMUSG00000076913.1	chr14	54203134	54203194	+	61	0	0	0	0	0	0	0	0
ENSMUSG00000076914.1	chr14	54204422	54204481	+	60	0	0	0	0	0	0	0	0
ENSMUSG00000076915.3	chr14	54205111	54205144	+	34	0	0	0	0	0	0	0	0
ENSMUSG00000076916.1	chr14	54205741	54205797	+	57	0	0	0	0	0	0	0	0
ENSMUSG00000076917.1	chr14	54206553	54206610	+	58	0	0	0	0	0	0	0	0
ENSMUSG00000076918.1	chr14	54207139	54207197	+	59	0	0	0	0	0	0	0	0
ENSMUSG00000076919.1	chr14	54209393	54209450	+	58	0	0	0	0	0	0	0	0
ENSMUSG00000076920.1	chr14	54209918	54209954	+	37	0	0	0	0	0	0	0	0
ENSMUSG00000076921.1	chr14	54211470	54211528	+	59	0	0	0	0	0	0	0	0
ENSMUSG00000076922.1	chr14	54212688	54212749	+	62	0	0	0	0	0	0	0	0
ENSMUSG00000076923.1	chr14	54213777	54213838	+	62	0	0	0	0	0	0	0	0
ENSMUSG00000076924.1	chr14	54216291	54216353	+	63	0	0	0	0	0	0	0	0
ENSMUSG00000076925.2	chr14	54217292	54217357	+	66	0	0	0	0	0	0	0	0
ENSMUSG00000076926.1	chr14	54217836	54217901	+	66	0	0	0	0	0	0	0	0
ENSMUSG00000076927.3	chr14	54218814	54218842	+	29	0	0	0	0	0	0	0	0
ENSMUSG00000076928.5	chr14	54220521	54224206	+	3686	0	0	0	0	0	1	2	0
ENSMUSG00000022174.8	chr14	54235479	54254104	-	18626	316	418	347	323	470	862	305	308
ENSMUSG00000040997.13	chr14	54254188	54270637	+	16450	2496	3429	2523	1967	3678	5194	2329	1822
ENSMUSG00000048153.6	chr14	54278253	54284939	-	6687	0	0	0	0	0	0	0	0
ENSMUSG00000105703.1	chr14	54292443	54297343	-	4901	35	70	42	41	63	134	96	67
ENSMUSG00000105294.1	chr14	54323998	54324323	-	326	0	0	0	0	0	0	0	0
ENSMUSG00000105667.1	chr14	54334217	54334899	+	683	0	0	0	0	0	0	0	0
ENSMUSG00000105501.1	chr14	54349462	54351636	-	2175	0	0	0	0	0	0	0	0
ENSMUSG00000000959.6	chr14	54360841	54369673	+	8833	1068	1484	972	907	1458	1943	873	503
ENSMUSG00000000958.9	chr14	54369442	54417780	-	48339	853	1317	892	777	1076	2388	1022	1336
ENSMUSG00000010406.11	chr14	54426909	54429756	+	2848	344	395	398	309	478	985	529	476
ENSMUSG00000000957.9	chr14	54431612	54441265	+	9654	729	823	715	914	984	2832	2574	4690
ENSMUSG00000096030.1	chr14	54449958	54450064	-	107	0	0	0	0	0	0	0	0
ENSMUSG00000022175.8	chr14	54464164	54471497	+	7334	3768	4908	3642	2975	5167	8346	4660	4957
ENSMUSG00000022176.11	chr14	54476100	54480431	+	4332	0	0	0	0	2	7	7	4
ENSMUSG00000023110.12	chr14	54507187	54517525	-	10339	542	696	537	380	634	872	379	316
ENSMUSG00000022177.8	chr14	54541785	54554361	-	12577	165	242	172	143	236	339	164	89
