# Program:featureCounts v1.5.1; Command:"featureCounts" "-T" "8" "-s" "2" "-S" "fr" "-p" "-B" "-C" "-P" "-d" "40" "-D" "40000" "-t" "gene" "-g" "gene_id" "-a" "/opt/ngs_indexes/models/mm/mm10/gencode.vM14.annotation.gtf" "-o" "merged_counts_final/chromatin.Naive.b1/D40000/all/all_counts.txt" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.010.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.015.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.020.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.025.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.030.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.035.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.040.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.050.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.060.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.090.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.120.b1.bam" 
Geneid	Chr	Start	End	Strand	Length	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.010.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.015.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.020.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.025.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.030.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.035.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.040.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.050.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.060.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.090.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.120.b1.bam
ENSMUSG00000081875.1	chrX	166485602	166486427	+	826	0	0	0	0	1	0	1	2	0	0	2
ENSMUSG00000051224.13	chrX	166499812	166518567	-	18756	138	64	52	45	30	18	22	20	17	21	34
ENSMUSG00000000402.2	chrX	166523007	166585720	-	62714	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000087677.1	chrX	166618102	166621542	-	3441	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086860.1	chrX	166662025	166689812	+	27788	11	22	34	46	70	83	83	71	44	22	9
ENSMUSG00000067147.7	chrX	166854211	166855011	+	801	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084920.1	chrX	166857669	166864449	-	6781	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082019.1	chrX	166935469	166935915	+	447	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104948.1	chrX	166957099	166957226	+	128	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076371.1	chrX	167028889	167028997	-	109	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082360.1	chrX	167028902	167029436	-	535	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086008.8	chrX	167063194	167070380	-	7187	1	4	1	4	0	0	1	0	1	0	0
ENSMUSG00000084806.1	chrX	167088093	167102090	-	13998	12	10	4	6	2	2	4	2	0	2	1
ENSMUSG00000087340.1	chrX	167164097	167171278	+	7182	0	1	1	0	0	1	0	0	0	0	0
ENSMUSG00000049775.16	chrX	167207093	167209315	-	2223	2203	2180	3636	2936	2785	2738	2465	1704	2211	1277	1944
ENSMUSG00000040522.5	chrX	167242696	167264329	-	21634	5372	5776	4691	4001	2552	2097	1879	1396	1305	3429	3667
ENSMUSG00000044583.13	chrX	167304929	167330558	-	25630	10568	15102	13291	18146	17454	22983	22930	15772	12810	9716	6069
ENSMUSG00000025742.5	chrX	167346322	167382749	-	36428	985	1004	508	341	133	96	49	42	31	181	210
ENSMUSG00000086258.1	chrX	167361455	167364421	+	2967	3	1	0	0	1	0	0	0	1	1	0
ENSMUSG00000088451.1	chrX	167364180	167364297	-	118	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081216.3	chrX	167445989	167446531	-	543	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049176.14	chrX	167471309	168577231	-	1105923	10	9	2	10	6	4	8	5	10	7	3
ENSMUSG00000084378.1	chrX	167776261	167777556	+	1296	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089132.1	chrX	167902315	167902424	+	110	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082915.1	chrX	167987505	167988224	+	720	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084180.1	chrX	168074454	168074922	+	469	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083611.1	chrX	168366464	168366858	+	395	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084014.3	chrX	168546009	168546341	+	333	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089434.1	chrX	168581891	168582002	-	112	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031358.17	chrX	168654117	168673898	-	19782	1076	915	682	444	199	192	165	204	262	371	241
ENSMUSG00000081500.1	chrX	168774857	168775256	-	400	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031355.16	chrX	168795099	169304435	+	509337	19444	33682	26001	33368	22218	32568	28175	21488	20322	51436	20252
ENSMUSG00000087201.1	chrX	169037674	169106536	-	68863	55	64	56	56	19	45	42	65	54	38	19
ENSMUSG00000031354.16	chrX	169176114	169187200	-	11087	3	1	0	3	0	0	2	2	4	0	3
ENSMUSG00000031352.10	chrX	169250193	169320372	-	70180	477	383	317	228	145	173	202	249	344	229	150
ENSMUSG00000099179.1	chrX	169295009	169295177	+	169	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087159.7	chrX	169320622	169368190	+	47569	272	383	327	437	295	277	209	98	86	73	42
ENSMUSG00000081137.3	chrX	169368189	169370003	+	1815	37	24	31	29	27	30	29	26	28	13	19
ENSMUSG00000087587.1	chrX	169447830	169475913	+	28084	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035299.16	chrX	169685199	170005736	+	320538	3235	2655	3436	3252	3494	4124	3821	4918	7124	7888	6023
ENSMUSG00000065716.1	chrX	169695781	169695899	-	119	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055357.8	chrX	169776257	169779635	-	3379	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072844.6	chrX	169975043	169978917	-	3875	277	379	470	485	486	486	680	1842	1969	2128	2092
ENSMUSG00000087263.1	chrX	169979047	169985232	-	6186	116	242	445	561	1208	917	1383	5575	5181	4244	2414
ENSMUSG00000086695.1	chrX	169985801	169986939	-	1139	43	97	265	261	826	577	806	2822	3478	1498	1591
ENSMUSG00000095562.7	chrX	170009659	170019281	+	9623	12633	6033	16728	10480	18593	13879	12591	18628	37928	23011	37301
ENSMUSG00000093806.1	chrX	170672644	170678054	+	5411	21	25	47	44	51	65	46	21	27	18	32
ENSMUSG00000096661.1	chrX	170746836	170747207	-	372	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094276.1	chrX	170869589	170869960	-	372	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101796.1	chrY	206151	207788	+	1638	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101492.1	chrY	321659	323295	-	1637	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100968.1	chrY	670179	695777	-	25599	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053211.10	chrY	725128	797409	-	72282	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069053.11	chrY	818649	844224	+	25576	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101036.1	chrY	841783	847750	-	5968	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101107.1	chrY	869709	873309	-	3601	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101666.1	chrY	873640	874215	+	576	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056673.14	chrY	897788	956786	+	58999	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075874.1	chrY	991630	991748	-	119	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106618.1	chrY	991657	991716	-	60	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069049.11	chrY	1010543	1028847	+	18305	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099876.1	chrY	1048393	1049134	+	742	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091749.7	chrY	1055764	1058868	-	3105	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068457.14	chrY	1096861	1245759	-	148899	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069045.11	chrY	1260771	1286629	-	25859	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101059.1	chrY	1268548	1268885	-	338	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099809.1	chrY	1277313	1277582	-	270	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069044.6	chrY	1298961	1459782	-	160822	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077793.1	chrY	1308273	1308377	-	105	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100842.1	chrY	1736187	1737414	+	1228	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101947.1	chrY	1788576	1789167	+	592	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100619.1	chrY	1946919	1973442	+	26524	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100877.1	chrY	2004144	2004819	+	676	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100576.1	chrY	2061234	2061919	-	686	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100326.1	chrY	2076580	2076810	+	231	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100356.1	chrY	2078596	2085281	+	6686	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101443.1	chrY	2095392	2095972	+	581	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000103.12	chrY	2106015	2170409	-	64395	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099614.1	chrY	2264257	2278687	+	14431	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099973.1	chrY	2298529	2314624	-	16096	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099888.1	chrY	2325791	2326450	+	660	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100445.1	chrY	2328880	2329287	+	408	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102072.1	chrY	2336696	2337393	-	698	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101290.1	chrY	2380664	2381361	-	698	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100103.1	chrY	2397266	2397544	-	279	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093335.1	chrY	2446010	2446108	-	99	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102120.1	chrY	2552500	2552997	+	498	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099445.1	chrY	2597674	2597936	+	263	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094881.2	chrY	2599099	2599434	+	336	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099748.1	chrY	2637211	2647300	-	10090	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069036.3	chrY	2662471	2663658	-	1188	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101064.1	chrY	2678944	2689032	+	10089	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095573.2	chrY	2720339	2720674	-	336	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101114.1	chrY	2721836	2722099	-	264	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102053.1	chrY	2785165	2796205	-	11041	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100700.1	chrY	2806115	2806692	-	578	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101066.1	chrY	2825380	2826353	+	974	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094658.7	chrY	2830680	2841854	+	11175	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095852.7	chrY	2830699	2873492	+	42794	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100145.1	chrY	2856974	2857874	+	901	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099405.1	chrY	2895798	2896626	+	829	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091987.8	chrY	2900989	2912206	+	11218	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099728.1	chrY	2927358	2928252	+	895	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101667.1	chrY	2932582	2939416	+	6835	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093918.7	chrY	3294976	3306449	-	11474	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099455.1	chrY	3310714	3311614	+	901	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094511.7	chrY	3326750	3345329	-	18580	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101141.1	chrY	3349656	3350532	-	877	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093987.7	chrY	3367147	3410167	-	43021	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100285.1	chrY	3383123	3384035	-	913	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095948.7	chrY	3399188	3410167	-	10980	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100960.1	chrY	3414421	3415289	-	869	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099970.1	chrY	3747151	3747731	-	581	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099660.1	chrY	3766452	3767372	+	921	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096520.7	chrY	3771673	3783267	+	11595	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101016.1	chrY	3804121	3804701	-	581	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100360.1	chrY	3846545	3853545	-	7001	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099838.1	chrY	3859067	3859672	+	606	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100132.1	chrY	3875525	3875928	-	404	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101030.1	chrY	3886204	3886566	+	363	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100641.1	chrY	3905027	3905317	+	291	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101145.1	chrY	3909381	3909557	+	177	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100656.1	chrY	3948853	3949713	-	861	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100082.1	chrY	3950043	3950336	-	294	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101712.1	chrY	3968870	3983656	+	14787	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101558.1	chrY	3986025	3986221	-	197	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100753.1	chrY	3991193	3991881	-	689	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101499.1	chrY	4005164	4016574	+	11411	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101108.1	chrY	4164028	4164705	-	678	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100300.1	chrY	4227580	4239057	+	11478	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100683.1	chrY	4311904	4312582	-	679	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102088.6	chrY	4341127	4381726	+	40600	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099514.1	chrY	4531045	4531637	+	593	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100446.1	chrY	4586871	4590103	+	3233	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102680.1	chrY	4666848	4669808	+	2961	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099684.6	chrY	4768840	4794934	-	26095	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100984.1	chrY	4885200	4887558	-	2359	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100137.1	chrY	4892859	4893402	-	544	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100958.1	chrY	4903523	4904050	-	528	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099575.1	chrY	4940856	4941396	-	541	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100597.1	chrY	4951400	4951897	-	498	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099410.1	chrY	5002140	5002836	+	697	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093927.2	chrY	5043937	5046265	+	2329	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101212.1	chrY	5146887	5147582	+	696	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101041.1	chrY	5235231	5237553	-	2323	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095693.1	chrY	5248359	5249441	-	1083	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101611.1	chrY	5286082	5286779	+	698	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101769.1	chrY	5320598	5320970	+	373	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100792.1	chrY	5340177	5340875	+	699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099766.1	chrY	5383039	5383152	+	114	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099726.1	chrY	5391538	5392236	+	699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101576.1	chrY	5440160	5460208	-	20049	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102115.1	chrY	5465722	5465955	+	234	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102102.1	chrY	5472490	5472868	-	379	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098514.1	chrY	5542752	5542861	+	110	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099761.1	chrY	5617083	5620317	-	3235	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096706.2	chrY	5656986	5659574	+	2589	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101805.1	chrY	5682517	5682894	+	378	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101380.1	chrY	5695785	5696399	+	615	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096268.2	chrY	5725978	5728317	+	2340	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100634.1	chrY	5793395	5795728	+	2334	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100056.1	chrY	5899578	5902813	-	3236	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102338.1	chrY	5912031	5915279	-	3249	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101291.1	chrY	5934890	5938242	+	3353	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096036.2	chrY	5942460	5945031	+	2572	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102042.1	chrY	5973657	5974035	+	379	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100878.1	chrY	5986815	5987432	+	618	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099721.1	chrY	5998624	5998731	-	108	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101619.1	chrY	6018394	6019091	+	698	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100710.1	chrY	6084520	6085221	+	702	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100292.1	chrY	6198427	6201677	-	3251	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101081.1	chrY	6220975	6246362	+	25388	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099815.1	chrY	6224822	6227191	-	2370	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094346.1	chrY	6237453	6237995	-	543	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101525.1	chrY	6259341	6262689	+	3349	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095148.2	chrY	6267098	6269548	+	2451	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101707.1	chrY	6305733	6306431	+	699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100275.1	chrY	6368874	6369572	-	699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100472.1	chrY	6454156	6454854	-	699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100289.1	chrY	6576815	6577051	-	237	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101243.1	chrY	6583546	6615511	+	31966	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079806.2	chrY	6680421	6682872	-	2452	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100479.1	chrY	6694078	6694455	-	378	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099352.1	chrY	6717540	6718238	-	699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101388.1	chrY	6724211	6727474	-	3264	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101055.1	chrY	6870145	6870842	-	698	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096686.2	chrY	6916300	6918282	-	1983	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099505.1	chrY	6952407	6952905	+	499	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100161.1	chrY	6974976	6978213	+	3238	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102039.1	chrY	7027311	7028007	-	697	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101913.1	chrY	7085143	7088378	+	3236	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094484.2	chrY	7165068	7169293	-	4226	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101479.1	chrY	7196381	7197172	+	792	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100939.1	chrY	7253787	7280017	+	26231	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100262.1	chrY	7299029	7299475	+	447	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100453.1	chrY	7340242	7340940	-	699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100858.1	chrY	7353770	7354149	-	380	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099965.1	chrY	7377152	7377469	-	318	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100948.1	chrY	7378876	7382220	-	3345	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095602.1	chrY	7405010	7405552	+	543	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100961.1	chrY	7415351	7418585	+	3235	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100806.1	chrY	7464101	7464479	+	379	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101521.1	chrY	7552848	7556083	+	3236	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094081.2	chrY	7632774	7638489	-	5716	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101181.1	chrY	7665545	7666321	+	777	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100645.1	chrY	7722941	7749195	+	26255	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100124.1	chrY	7768203	7768649	+	447	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101956.1	chrY	7809403	7810101	-	699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101351.1	chrY	7822919	7823298	-	380	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100412.1	chrY	7846294	7846611	-	318	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102026.1	chrY	7848018	7851362	-	3345	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099800.1	chrY	7884460	7887694	+	3235	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099861.1	chrY	7994833	7997168	-	2336	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095324.2	chrY	8069168	8071507	-	2340	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101616.1	chrY	8087690	8087797	+	108	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100312.1	chrY	8092144	8102756	-	10613	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100258.1	chrY	8137439	8138136	-	698	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101229.1	chrY	8144038	8147387	-	3350	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101456.1	chrY	8196252	8198619	+	2368	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100421.1	chrY	8247646	8257801	-	10156	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103618.1	chrY	8251026	8254057	-	3032	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101928.1	chrY	8257907	8284105	+	26199	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100239.1	chrY	8344310	8345010	-	701	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100460.1	chrY	8357996	8358375	-	380	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101331.1	chrY	8381405	8382101	-	697	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101366.1	chrY	8412716	8415081	+	2366	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101142.1	chrY	8498822	8499519	-	698	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100047.1	chrY	8517395	8517736	+	342	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101858.1	chrY	8570058	8570756	-	699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100933.1	chrY	8590448	8590556	+	109	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100804.1	chrY	8602111	8602724	-	614	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101672.1	chrY	8612098	8612475	-	378	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099929.1	chrY	8635534	8636232	-	699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099939.1	chrY	8644954	8654329	-	9376	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100491.1	chrY	8675892	8678256	+	2365	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099566.1	chrY	8764233	8764931	-	699	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101053.1	chrY	8832821	8835169	-	2349	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101732.1	chrY	8853288	8853396	+	109	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101056.1	chrY	8911342	8912030	-	689	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099904.1	chrY	8931764	8931872	+	109	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099523.1	chrY	8943097	8943711	-	615	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100542.1	chrY	8956616	8956981	-	366	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099956.1	chrY	8980001	8980699	-	699	0	0	0	0	0	0	0	0	0	0	0
